"","Longitude","Latitude","Time","Yield","Block","Sample","Balanced","Rectangle","Square"
"153",1954.58675870401,926.664916271777,"10/20/2019 2:29:17 AM",47.59504731,9,1,0,0,0
"154",1909.0282344814,1208.53907589215,"10/20/2019 12:58:49 AM",48.72279103,0,0,0,0,0
"155",1382.82672262265,784.100485178364,"10/19/2019 9:27:04 PM",43.18271574,0,0,0,0,0
"156",1216.32424462054,1029.1528479628,"10/19/2019 8:44:57 PM",40.97026279,0,0,0,0,0
"157",1706.64806039065,929.010037032882,"10/19/2019 11:05:02 PM",2.91488292,4,4,0,0,1
"158",1335.93464853173,1226.29557124317,"10/19/2019 11:50:19 PM",23.00311718,0,0,0,0,0
"159",1601.49228594424,695.102469845249,"10/19/2019 10:45:45 PM",53.14179227,2,4,0,0,0
"160",1429.85268236159,637.110560651862,"10/19/2019 9:45:02 PM",0,0,0,0,0,0
"161",1664.91932408246,873.323017357356,"10/19/2019 10:43:22 PM",0,3,0,0,0,1
"162",1707.06341287063,664.911395530598,"10/20/2019 1:37:14 AM",42.00401726,4,4,0,0,0
"163",1158.53327464738,717.773556122608,"10/19/2019 7:00:36 PM",21.39937891,0,0,0,0,0
"164",1381.35763091849,1157.71689044851,"10/19/2019 11:42:03 PM",34.7131424,0,0,0,0,0
"165",1258.55850630171,1230.9628097956,"10/20/2019 12:03:52 AM",49.97854611,0,0,0,0,0
"166",1686.98361628027,782.720352105935,"10/19/2019 10:56:50 PM",28.2239506,4,2,0,0,0
"167",1863.58558799255,802.396317421592,"10/19/2019 9:36:45 PM",48.62710827,0,0,0,0,0
"168",1668.6918277799,1170.18221275072,"10/20/2019 12:38:07 AM",0,4,1,1,1,1
"169",1268.21580447986,1182.3708454945,"10/20/2019 12:05:04 AM",14.50045626,0,0,0,0,0
"170",1585.29626464929,884.11965955056,"10/19/2019 10:37:29 PM",2.86792703,2,3,0,0,1
"171",1298.87460675801,1361.7958766175,"10/20/2019 12:14:16 AM",19.76641986,0,0,0,0,0
"172",1713.35469132699,1011.92374412154,"10/20/2019 1:04:09 AM",47.6532345,4,4,0,1,1
"173",1265.92086716365,1271.93849750343,"10/19/2019 11:54:07 PM",37.47323333,0,0,0,0,0
"174",609.393539470117,980.912740056257,"10/19/2019 5:41:59 PM",33.19066681,0,0,0,0,0
"175",1683.5557356885,661.851879295131,"10/20/2019 1:40:14 AM",0,4,2,0,0,0
"176",1898.95978067219,1219.90537874765,"10/20/2019 12:49:08 AM",47.41835713,0,0,0,0,0
"177",1518.41928394862,1030.34243868869,"10/19/2019 8:42:09 PM",38.09735431,1,2,0,0,1
"178",1476.24147058459,999.528866411241,"10/19/2019 8:38:29 PM",42.14378872,0,0,0,0,0
"179",1437.12943072175,1323.88568923871,"10/19/2019 11:31:52 PM",29.19600176,0,0,0,0,0
"180",1756.5310094904,1002.937728505,"10/20/2019 1:17:22 AM",50.8675121,5,3,0,1,1
"181",1769.6565085788,1130.51002151455,"10/20/2019 1:23:30 AM",39.48990671,5,4,1,1,1
"182",1478.92294063212,681.984687376891,"10/19/2019 10:01:39 PM",0,0,0,0,0,0
"183",1309.38572260138,841.010737805971,"10/19/2019 8:01:23 PM",13.04035338,0,0,0,0,0
"184",795.571396767268,1038.46915664463,"10/19/2019 6:05:04 PM",45.59821699,0,0,0,0,0
"185",1312.41791294402,1050.16404794606,"10/19/2019 8:34:04 PM",4.95297776,0,0,0,0,0
"186",1232.57841519333,1410.65477969311,"10/19/2019 4:44:20 PM",31.19150541,0,0,0,0,0
"187",1588.29215518282,1394.59270668754,"10/19/2019 4:53:18 PM",10.11254849,0,0,0,0,0
"188",1352.35535820186,1088.20518216531,"10/19/2019 11:48:09 PM",46.22640456,0,0,0,0,0
"189",1190.55293551914,803.767902660343,"10/19/2019 7:08:17 PM",49.0749954,0,0,0,0,0
"190",1842.88497138975,994.881754512279,"10/20/2019 1:59:19 AM",46.4906506,7,1,0,1,1
"191",1408.46551645597,1357.13594865662,"10/19/2019 11:37:57 PM",18.63053395,0,0,0,0,0
"192",1641.37063172414,1023.0210979524,"10/20/2019 12:29:41 AM",15.21935691,3,3,0,1,1
"193",1601.73917817367,669.270315225647,"10/19/2019 10:45:57 PM",44.90147449,2,4,0,0,0
"194",1127.71902274326,1158.17955619269,"10/19/2019 6:54:42 PM",32.40768011,0,0,0,0,0
"195",1585.84340442426,822.459559408539,"10/19/2019 10:36:58 PM",37.71356738,2,3,0,0,0
"196",1465.89983453086,1315.29767835076,"10/19/2019 11:25:06 PM",42.47159672,0,0,0,0,0
"197",1041.60543555961,993.88820287887,"10/19/2019 5:33:31 PM",35.22533943,0,0,0,0,0
"198",606.685236654444,968.257981879877,"10/19/2019 5:37:29 PM",34.37280024,0,0,0,0,0
"199",1425.22756629652,916.329069089609,"10/19/2019 9:16:03 PM",42.08093718,0,0,0,0,0
"200",1817.60139134797,734.91107152318,"10/20/2019 1:43:47 AM",38.22512637,0,0,0,0,0
"201",1871.73966099941,986.860947350225,"10/20/2019 2:06:51 AM",47.75453438,7,3,0,0,1
"202",1636.21649374233,635.182687246231,"10/19/2019 9:43:52 PM",42.61203975,0,0,0,0,0
"203",1336.27123885866,1332.52822042758,"10/20/2019 12:08:25 AM",7.15961346,0,0,0,0,0
"204",1842.65973055061,1019.6028356375,"10/20/2019 1:59:32 AM",45.60182623,7,1,0,1,1
"205",1556.60009423705,877.543679211007,"10/19/2019 10:25:03 PM",16.1620823,2,1,0,0,1
"206",1309.79334335348,819.667665135537,"10/19/2019 8:01:35 PM",0,0,0,0,0,0
"207",1711.58557301076,1181.24318327596,"10/20/2019 1:02:34 AM",21.65370721,4,4,1,1,1
"208",1939.54808722535,1160.72630157111,"10/20/2019 2:32:46 AM",37.28987044,8,4,1,1,1
"209",1740.75100443499,1148.78815920166,"10/20/2019 1:11:05 AM",45.34855948,5,2,1,1,1
"210",1107.02326603939,982.074905679666,"10/19/2019 6:26:54 PM",1.90132653,0,0,0,0,0
"211",1276.93981674997,909.249107992001,"10/19/2019 7:06:03 PM",40.97370714,0,0,0,0,0
"212",1675.6019595283,935.429829457034,"10/19/2019 11:05:14 PM",0,4,1,0,0,1
"213",1572.61020065061,709.942218243392,"10/19/2019 10:34:44 PM",51.02126882,2,2,0,0,0
"214",1144.07245851649,1043.84857858789,"10/19/2019 7:12:25 PM",19.34479892,0,0,0,0,0
"215",1543.1374519135,786.695975862793,"10/19/2019 10:21:45 PM",41.94994296,1,4,0,0,0
"216",1587.33397025295,1405.19330108506,"10/19/2019 4:46:55 PM",14.82385282,0,0,0,0,0
"217",1770.80182349744,1013.21485420872,"10/20/2019 1:24:39 AM",34.28701071,5,4,0,1,1
"218",827.103790218249,1039.19007712941,"10/19/2019 6:05:16 PM",46.23528418,0,0,0,0,0
"219",1585.28521803874,886.188863904227,"10/19/2019 10:37:30 PM",1.0619918,2,3,0,0,1
"220",1742.54111170688,1222.52365047468,"10/20/2019 12:57:39 AM",39.22258217,0,0,0,0,0
"221",1109.58895707448,1412.55644386303,"10/19/2019 4:41:31 PM",27.9455947,0,0,0,0,0
"222",1455.45966147112,864.197747936464,"10/19/2019 9:59:00 PM",44.48746462,0,0,0,0,0
"223",1658.34776045177,760.457080106629,"10/19/2019 10:53:04 PM",54.32025882,3,4,0,0,0
"224",1713.3646332969,1010.13366283884,"10/20/2019 1:04:10 AM",49.52801508,4,4,0,1,1
"225",1968.32888088058,978.465027090174,"10/20/2019 2:27:16 AM",45.49905498,9,2,0,0,0
"226",609.647391111605,982.391627856242,"10/19/2019 5:42:00 PM",34.36214264,0,0,0,0,0
"227",1827.85889898356,691.925951952704,"10/19/2019 9:41:51 PM",13.79201586,0,0,0,0,0
"228",1541.9875669257,1022.65504448894,"10/19/2019 10:19:50 PM",50.18688313,1,4,0,0,1
"229",1270.96078190726,1078.14912172349,"10/19/2019 9:10:22 PM",49.59616996,0,0,0,0,0
"230",1552.16774313524,1333.44808736308,"10/19/2019 10:28:51 PM",31.90735224,2,1,0,0,0
"231",1330.90239750979,1307.89590834571,"10/19/2019 5:25:05 PM",0,0,0,0,0,0
"232",1084.13828733948,1107.76134787028,"10/19/2019 6:37:59 PM",37.18036522,0,0,0,0,0
"233",1556.35419617055,900.726929352206,"10/19/2019 10:25:15 PM",31.673661,2,1,0,0,1
"234",1315.98332421711,1060.703045069,"10/19/2019 8:36:15 PM",25.00876719,0,0,0,0,0
"235",1711.91752434868,1160.66095320925,"10/20/2019 1:02:46 AM",36.29572955,4,4,1,1,1
"236",756.108956584353,995.904768227112,"10/19/2019 6:15:53 PM",36.55928114,0,0,0,0,0
"237",1869.97849625973,1171.77201991156,"10/20/2019 2:08:38 AM",11.9912035,7,3,1,1,1
"238",1128.13316103264,1135.49793134933,"10/19/2019 6:54:54 PM",35.52130793,0,0,0,0,0
"239",816.137134598346,1059.61383518275,"10/19/2019 5:59:31 PM",39.27779258,0,0,0,0,0
"240",974.049418837126,1041.65341564617,"10/19/2019 6:06:12 PM",42.81931209,0,0,0,0,0
"241",1611.18758448405,1166.12431180606,"10/20/2019 12:22:59 AM",17.12965351,3,1,1,1,1
"242",1797.7946031162,1197.32140206911,"10/20/2019 1:31:59 AM",38.84265348,6,0,0,0,0
"243",1283.57409257084,888.183720654378,"10/19/2019 7:06:15 PM",38.31954427,0,0,0,0,0
"244",1041.26055960445,977.079663655604,"10/19/2019 5:33:43 PM",18.37760696,0,0,0,0,0
"245",1572.88172690509,684.22828174404,"10/19/2019 10:34:56 PM",38.07990272,2,2,0,0,0
"246",1054.72596364186,1164.08747688106,"10/19/2019 6:31:00 PM",0,0,0,0,0,0
"247",1685.20093449873,834.721629565393,"10/19/2019 10:56:25 PM",35.32582593,4,2,0,0,0
"248",1858.61703403509,852.548562031704,"10/20/2019 2:04:50 AM",52.1953534,7,2,0,0,1
"249",1324.26918289575,834.259254998482,"10/19/2019 8:27:04 PM",39.91593291,0,0,0,0,0
"250",1983.32468547872,935.014168569085,"10/20/2019 12:45:15 AM",38.42467018,9,3,0,0,0
"251",1858.59074303729,854.360318492819,"10/20/2019 2:04:49 AM",49.27873248,7,2,0,0,1
"252",1941.23350400957,1140.92624914074,"10/20/2019 2:32:58 AM",33.9966837,8,4,1,1,1
"253",1441.21657446819,828.217855080281,"10/19/2019 9:57:16 PM",27.9266848,0,0,0,0,0
"254",1080.35881926779,987.606800690853,"10/19/2019 6:26:04 PM",0.02249367,0,0,0,0,0
"255",1114.26333978781,1078.94863658531,"10/19/2019 6:50:07 PM",38.9082996,0,0,0,0,0
"256",1188.47722925399,1016.05009877177,"10/19/2019 8:53:00 PM",52.70830196,0,0,0,0,0
"257",1771.16382165501,976.549650070812,"10/20/2019 1:25:01 AM",27.08816332,5,4,0,0,1
"258",1357.82503189248,1313.86608995681,"10/19/2019 5:25:17 PM",0,0,0,0,0,0
"259",1141.31577120405,1262.6828360498,"10/19/2019 7:14:21 PM",0,0,0,0,0,0
"260",1880.38354131265,1210.95519350936,"10/20/2019 12:58:37 AM",46.63507194,0,0,0,0,0
"261",1558.15424504971,718.449389594481,"10/19/2019 10:23:41 PM",40.42850346,2,1,0,0,0
"262",1640.92920829445,1062.01063200918,"10/20/2019 12:30:03 AM",43.11022108,3,3,0,1,1
"263",1226.89803441953,1107.35821376855,"10/19/2019 9:03:41 PM",0,0,0,0,0,0
"264",1348.56083998786,1060.36663761577,"10/19/2019 8:36:27 PM",41.61139258,0,0,0,0,0
"265",1673.30152122182,1251.05820058919,"10/19/2019 5:02:25 PM",45.85316306,0,0,0,0,0
"266",1295.77395117189,1264.19327470982,"10/19/2019 11:53:53 PM",28.80408294,0,0,0,0,0
"267",1454.66176314361,671.604155644054,"10/19/2019 10:00:29 PM",0,0,0,0,0,0
"268",1167.91130581826,729.517971100148,"10/19/2019 8:24:27 PM",14.26315602,0,0,0,0,0
"269",1497.98190353418,1123.99533904605,"10/19/2019 11:18:18 PM",0,1,1,1,0,1
"270",844.493179307063,987.778571104476,"10/19/2019 6:19:53 PM",18.11299016,0,0,0,0,0
"271",1229.5806467426,1016.39712262252,"10/19/2019 8:35:32 PM",18.93514098,0,0,0,0,0
"272",1600.02164758964,842.10367498004,"10/19/2019 10:44:37 PM",46.03195639,2,4,0,0,0
